Mr_t_exp,Mt_t_exp,Mr_c_exp,Mt_c_exp,Mr_t,Mt_t,Mr_c,Mt_c,ecc
-2.367108691,-0.964894075,2.454656675,1.692046106,-2.122016504,-0.959467519,2.866884345,1.630801758,22.12313
-1.374896401,-0.51633839,1.904827799,1.382907316,-0.990505525,-0.541748185,2.01235173,1.419906205,11.96583
-4.434028817,-2.292876067,5.951618052,3.477593219,-4.825438095,-2.323309051,5.709166664,3.511813495,25.26073
-1.576487462,-0.642289888,2.2788957,1.520477974,-2.0135314,-0.565714065,1.354204847,1.827592817,13.68852
-1.741315931,-0.805994228,2.766778294,1.701857362,-1.769116891,-0.762573613,2.524704374,1.787828855,14.00997
-4.258350017,-2.123326484,5.993721609,3.512860817,-4.174474092,-2.172816999,5.755251024,3.417378301,23.52815
-1.668155301,-0.672782055,1.878187719,1.33583383,-1.814461277,-0.61983936,1.63894234,1.464999242,16.75641
-2.955072577,-1.344313967,3.56694627,2.428834325,-2.880690633,-1.404691842,4.108855236,2.485537502,19.29578
-1.625137191,-0.640330256,1.994366331,1.409533384,-1.462251214,-0.643124739,2.295734441,1.352534613,14.66491
0.147806929,0.111223034,0.147806929,0.111223034,0.116809498,0.086688756,0.116809498,0.086688756,0
-2.807323135,-1.548315298,4.659675796,2.65420002,-2.630137834,-1.518588218,4.814584892,2.68487258,18.73654
0.151393892,0.111213649,0.151393892,0.111213649,0.142313085,0.104910051,0.142313085,0.104910051,0
-1.468128708,-0.462044571,1.92904128,1.410007159,-1.345016071,-0.435870228,1.830153141,1.30569535,10.23326
0.131598414,0.097505828,0.131598414,0.097505828,0.087517022,0.05875476,0.087517022,0.05875476,0
0.149519481,0.112321605,0.149519481,0.112321605,0.142092884,0.106141979,0.142092884,0.106141979,0
-1.573705957,-0.575237881,1.682521267,1.2317291,-1.502505545,-0.533496993,1.653308464,1.129500198,16.3767
-1.811949084,-0.525122971,1.268481098,1.291640659,-1.384212565,-0.569056133,1.784079464,1.069078245,17.15285
-1.16335315,-0.264510864,0.995562007,0.988085387,-1.170494727,-0.177811363,0.444885194,1.021738322,10.16186
-3.475765211,-1.735911555,4.63889072,2.85060824,-3.848628133,-1.791673946,4.636803457,2.95415128,23.03895
-2.619434632,-1.428243389,4.248107271,2.510129959,-2.378899711,-1.375273023,4.134267425,2.349347609,17.25611
0.13202375,0.097142599,0.13202375,0.097142599,0.136140224,0.099517939,0.136140224,0.099517939,0
-2.866612171,-1.365864782,3.738906163,2.231487014,-3.432293813,-1.355940756,3.323300871,2.588015346,23.32415
-1.849234757,-0.827829562,2.865626462,1.793746427,-2.511970007,-0.830300809,1.953907901,2.052137501,13.82505
-2.552505673,-1.125425961,3.698356532,2.276635427,-2.344015248,-1.173030734,3.392850618,2.185749338,16.19404
-1.848669367,-0.686917513,2.016219562,1.432236816,-1.667634788,-0.650362548,2.14454802,1.386818256,17.09059
-1.315992838,-0.404486593,1.330902393,1.055464592,-1.009078599,-0.375391264,1.550380151,1.057488112,13.81241
0.222490227,0.17013807,0.222490227,0.170138069,0.177874402,0.125802881,0.177874402,0.125802881,0
-3.641886243,-1.69717624,4.4328655,2.862461399,-3.190183146,-1.673803338,4.439552459,2.514266524,21.73737
0.158700364,0.114323807,0.158700364,0.114323807,0.164556027,0.118069515,0.164556027,0.118069515,0
-4.180797048,-2.214963211,6.170627495,3.562018929,-3.788824835,-2.245597389,6.526903942,3.35285923,24.85085
0.1536602,0.117278153,0.1536602,0.117278153,0.236593868,0.188175272,0.236593868,0.188175272,0
0.15509254,0.111564925,0.15509254,0.111564925,0.114147441,0.074785541,0.114147441,0.074785541,0
-2.701526446,-1.289938243,3.531720648,2.162428875,-2.563983952,-1.246109954,3.743242152,2.215376868,19.49146
0.160046357,0.120971435,0.160046357,0.120971435,0.096630757,0.059788408,0.096630757,0.059788408,0
-2.062170334,-0.880793232,3.342527054,2.105197425,-2.281896254,-0.938933716,3.319226095,2.190235556,12.77613
-1.755105627,-0.569301212,1.62740895,1.312077234,-1.287991924,-0.524223175,1.829166065,1.206237286,16.70594
-3.23439168,-2.176051091,6.696734837,3.38559882,-3.130625855,-2.030080195,6.421520747,3.255309996,23.64522
0.115496576,0.085759824,0.115496576,0.085759824,0.119515832,0.091212441,0.119515832,0.091212441,0
-2.962701729,-1.363023671,3.614176621,2.230637974,-2.597408865,-1.297880012,3.506730623,2.126726997,21.0935
0.097595434,0.068500928,0.097595434,0.068500928,0.082916629,0.061894109,0.082916629,0.061894109,0
-1.793998812,-0.675678674,2.049644887,1.401559359,-1.847341865,-0.598341274,2.439691854,1.518525235,17.30229
-1.354505387,-0.39886051,1.436219598,1.17301192,-1.303236512,-0.37474175,1.511643548,1.086958993,11.19873
-2.45367244,-1.076614448,3.179067431,2.014547842,-2.536696957,-1.047031031,3.363542062,2.369213421,16.50704
-1.73556507,-0.656163014,1.786366172,1.354349405,-1.915998141,-0.589431432,1.240516546,1.428425565,17.75776
0.150577669,0.113221972,0.150577669,0.113221972,0.17168567,0.130576786,0.17168567,0.130576786,0
0.13045703,0.096544842,0.13045703,0.096544842,0.094200436,0.06177189,0.094200436,0.06177189,0
-1.895230009,-0.865857862,2.400371943,1.451479273,-2.08734323,-0.860142214,1.756676681,1.465735391,22.48031
-3.129674151,-1.579622411,4.628532878,2.771955838,-3.078717537,-1.631868657,5.331330443,2.916468848,18.83597
0.120022506,0.087127763,0.120022506,0.087127763,0.082165159,0.058247688,0.082165159,0.058247688,0
-4.263153726,-2.251570706,6.079283475,3.519455745,-4.203402641,-2.358713465,6.4073723,3.464147128,25.79117
-1.955562967,-0.798275852,2.264181101,1.642593116,-1.614520672,-0.775146419,2.457665978,1.452872724,17.51171
